MatchId	Home midfield	Away midfield	Home Right Defence	Away Right Defence	Home Central Defence	Away Central Defence	Home Left Defence	Away Left Defence	Home Right Attack	Away Right Attack	Home Central Attack	Away Central Attack	Home Left Attack	Away Left Attack	Home Indirect Defence	Away Indirect Defence	Home Indirect Attack	Away Indirect Attack	Home Attitude	Away Attitude	Home Tactic	Away Tactic	Home Tactic Level	Away Tactic Level	Home Goals	Away Goals	Sum home	Sum away
631162835	46	52	46	22	46	43	33	23	29	33	31	54	32	37	38	43	29	38	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	25	2	5	330	345
631163104	46	39	42	36	49	26	30	37	31	34	48	45	28	37	30	25	26	20	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	5	330	299
631163113	34	40	40	33	47	22	41	21	34	34	43	45	34	34	32	24	25	21	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	5	330	274
631163206	38	30	49	58	42	61	48	52	35	21	33	19	38	55	27	33	20	24	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	17	2	0	330	353
631163347	46	35	33	45	39	45	36	46	44	35	37	40	39	32	30	45	26	41	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	3	330	364
631163418	46	9	45	59	41	73	44	61	35	47	29	41	41	51	31	38	18	28	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	24	1	2	330	407
631163430	37	20	32	50	51	58	33	60	36	41	51	44	34	44	28	32	28	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	12	2	2	330	375
631163553	24	8	45	72	44	81	47	68	32	24	26	35	40	23	40	39	32	31	(Hidden)	(Hidden)	Play creatively	Play creatively	15	19	3	1	330	381
631162733	37	7	25	34	40	38	32	29	35	6	45	3	39	5	37	20	39	13	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	7	9	0	329	155
631161845	18	3	70	6	86	8	69	7	9	3	17	3	11	3	28	8	20	8	(Hidden)	(Hidden)	Counter-attacks	Normal	18	(no tactic)	8	0	328	49
631162984	33	38	42	42	34	38	45	38	40	52	41	56	37	51	31	28	25	28	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	3	328	371
631163429	35	40	48	47	58	51	50	46	28	39	25	32	33	43	28	34	23	18	(Hidden)	(Hidden)	Counter-attacks	Normal	15	(no tactic)	1	1	328	350
631160749	36	11	50	22	56	25	56	22	22	18	28	19	33	21	29	21	17	18	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	5	5	0	327	177
631163330	32	34	32	48	35	46	34	44	44	45	44	43	50	41	30	33	26	24	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	1	327	358
631163410	35	24	44	61	35	68	39	62	41	32	38	31	39	31	30	32	26	21	(Hidden)	(Hidden)	Attack on wings	Normal	20	(no tactic)	3	1	327	362
631163559	32	33	41	70	43	77	43	60	30	37	45	33	24	16	36	47	33	35	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	3	327	408
631161174	23	30	54	22	46	19	53	19	30	13	25	17	32	38	36	20	27	14	(Hidden)	(Hidden)	Counter-attacks	Attack on wings	12	14	4	0	326	192
631162939	35	28	47	45	48	42	44	44	31	38	24	44	31	45	39	29	27	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	13	1	3	326	341
631163161	40	40	50	42	45	38	43	40	34	49	34	46	28	47	28	28	24	23	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	1	326	353
631163353	42	23	33	55	44	63	42	52	30	39	43	32	31	33	33	36	28	26	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	1	326	359
631163540	37	28	47	48	42	50	44	48	35	40	37	36	33	32	27	30	24	23	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	326	335
631163496	38	14	46	60	42	64	43	57	33	47	40	19	34	51	27	36	22	30	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	15	1	0	325	378
631162973	30	11	55	11	43	14	51	10	31	19	29	20	27	18	32	17	26	22	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	8	7	0	324	142
631163178	41	4	59	14	47	21	55	18	24	3	23	7	25	5	27	12	23	9	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	10	0	324	93
631163074	41	43	49	38	45	44	46	37	34	38	27	45	35	40	25	41	21	33	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	4	323	359
631157570	24	10	59	20	64	29	53	17	21	16	10	30	27	20	37	20	27	21	(Hidden)	(Hidden)	Play creatively	Pressing	14	6	4	0	322	183
631161141	28	5	60	46	59	50	65	55	14	57	26	19	23	9	28	32	19	22	(Hidden)	(Hidden)	Counter-attacks	Counter-attacks	15	19	0	0	322	295
631161838	20	5	65	6	82	8	67	8	9	5	19	6	11	7	28	7	21	8	(Hidden)	(Hidden)	Counter-attacks	Normal	17	(no tactic)	8	0	322	60
631162949	28	46	51	44	52	40	46	43	31	42	28	53	36	27	24	33	26	25	(Hidden)	(Hidden)	Counter-attacks	Normal	11	(no tactic)	0	3	322	353
631163127	43	21	49	28	47	39	32	46	20	28	37	40	39	36	31	31	24	27	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	2	322	296
631163129	47	41	34	33	26	55	37	31	38	25	51	46	43	23	25	29	21	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	0	322	305
631163253	43	13	45	14	47	18	38	14	38	15	33	18	29	16	28	15	21	14	(Hidden)	(Hidden)	Play creatively	Normal	21	(no tactic)	8	0	322	137
631163405	33	35	48	52	42	44	42	43	44	36	18	44	34	33	35	38	26	32	(Hidden)	(Hidden)	Attack on wings	Normal	20	(no tactic)	1	3	322	357
631163415	33	40	32	46	35	51	34	46	44	37	51	34	38	31	27	43	28	34	(Hidden)	(Hidden)	Counter-attacks	Normal	8	(no tactic)	1	4	322	362
631162606	31	3	48	8	60	7	46	6	21	5	25	4	19	4	37	7	34	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	11	0	321	52
631163261	42	13	38	14	48	18	55	15	20	17	28	20	21	18	41	15	28	15	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	321	145
631163398	31	35	42	54	31	53	43	54	47	44	36	48	38	43	29	31	24	22	(Hidden)	(Hidden)	Attack on wings	Normal	18	(no tactic)	1	3	321	384
631162312	26	5	49	6	58	8	57	8	14	6	21	4	17	6	41	8	37	8	(Hidden)	(Hidden)	Attack on wings	Normal	14	(no tactic)	10	0	320	59
631162857	49	43	22	33	34	32	23	35	30	68	47	51	34	59	42	47	39	45	(Hidden)	(Hidden)	Play creatively	Normal	23	(no tactic)	6	2	320	413
631163362	37	25	31	57	46	63	39	57	30	27	44	42	32	43	33	34	28	24	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	20	1	2	320	372
631163391	35	20	40	52	39	60	36	56	37	52	49	32	28	55	29	36	27	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	20	2	2	320	389
631163508	40	29	45	70	38	65	39	72	36	26	42	25	34	28	25	46	21	36	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	1	2	320	397
631157693	18	22	29	23	47	29	49	26	32	20	48	24	42	17	30	23	24	21	(Hidden)	(Hidden)	Attack on wings	Attack in the Middle	15	11	2	2	319	205
631158677	14	25	59	22	76	42	57	22	15	21	32	37	17	21	29	27	20	19	(Hidden)	(Hidden)	Counter-attacks	Play creatively	15	11	1	1	319	236
631162658	57	28	21	59	20	77	16	69	52	49	69	24	28	46	27	51	29	41	(Hidden)	(Hidden)	Play creatively	Counter-attacks	20	21	3	4	319	444
631162731	28	5	43	4	43	7	45	6	34	4	32	5	31	4	35	7	28	8	(Hidden)	(Hidden)	Play creatively	Normal	15	(no tactic)	9	0	319	50
631163379	44	28	29	62	49	55	30	61	34	37	44	32	28	39	33	30	28	28	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	14	2	1	319	372
631163571	28	35	47	50	58	50	51	40	19	45	25	61	24	46	39	29	28	22	(Hidden)	(Hidden)	Counter-attacks	Normal	15	(no tactic)	1	3	319	378
631157714	16	23	45	31	61	33	52	34	20	21	46	27	23	19	31	27	24	20	(Hidden)	(Hidden)	Counter-attacks	Normal	16	(no tactic)	6	0	318	235
631161025	27	4	48	8	59	9	59	8	14	4	29	4	27	4	33	8	22	7	(Hidden)	(Hidden)	Attack on wings	Normal	20	(no tactic)	9	0	318	56
631161994	18	23	61	29	65	28	63	25	18	23	25	23	15	31	35	23	18	16	(Hidden)	(Hidden)	Attack on wings	Play creatively	23	13	0	1	318	221
631163108	49	59	32	36	23	53	31	37	40	37	53	42	44	34	25	32	21	28	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	4	318	358
631163272	33	28	44	32	39	39	42	31	38	26	44	43	31	29	27	28	20	26	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	3	318	282
631158919	22	14	44	27	55	33	63	29	27	15	32	14	24	14	28	19	22	18	(Hidden)	(Hidden)	Pressing	Pressing	8	5	3	0	317	183
631162680	47	41	31	56	38	60	33	53	41	32	47	25	25	35	31	39	24	27	(Hidden)	(Hidden)	Play creatively	Normal	21	(no tactic)	5	3	317	368
631162915	38	31	43	38	37	47	46	50	30	40	30	40	37	50	32	38	24	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	2	317	365
631162991	39	32	42	53	41	50	43	51	30	31	34	36	31	40	34	39	23	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	2	317	363
631163138	49	22	32	47	25	53	35	45	40	39	50	52	41	38	25	43	20	41	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	1	4	317	380
631163366	43	36	38	65	39	71	33	63	38	19	31	26	38	33	31	47	26	35	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	18	1	2	317	395
631163523	41	43	37	47	36	55	44	48	34	36	40	43	34	45	27	46	24	39	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	4	317	402
631158926	22	23	41	17	50	44	58	38	30	13	37	36	28	28	28	26	22	23	(Hidden)	(Hidden)	Pressing	Attack in the Middle	8	17	2	1	316	248
631163057	29	35	45	52	44	53	47	55	33	42	35	37	36	42	24	43	23	35	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	3	316	394
631163244	38	44	29	90	22	102	28	91	47	7	51	8	52	7	24	59	25	46	(Hidden)	(Hidden)	Normal	Long shots	(no tactic)	18	1	3	316	454
631163579	31	30	39	54	41	53	43	54	27	39	38	40	27	43	38	42	32	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	3	316	386
631157700	17	3	32	3	77	6	62	7	13	5	33	4	27	8	30	8	24	9	(Hidden)	(Hidden)	Attack in the Middle	Normal	15	(no tactic)	11	0	315	53
631157724	16	3	27	5	59	6	41	5	43	3	47	4	28	4	30	8	24	9	(Hidden)	(Hidden)	Attack in the Middle	Normal	14	(no tactic)	9	0	315	47
631162864	47	38	25	56	37	54	23	41	30	33	42	44	34	33	41	41	36	31	(Hidden)	(Hidden)	Play creatively	Normal	23	(no tactic)	4	3	315	371
631162936	31	25	41	44	32	48	39	43	39	29	39	27	40	34	30	23	24	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	10	1	1	315	299
631163130	49	41	34	34	57	26	32	37	24	41	45	51	22	43	30	25	22	20	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	315	318
631163532	46	34	40	33	33	43	38	45	35	44	39	49	34	53	26	31	24	27	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	2	315	359
631160773	49	14	31	27	45	37	29	26	25	12	43	19	46	13	29	23	17	19	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	11	3	0	314	190
631163032	38	37	42	32	44	36	46	30	28	38	32	58	30	41	31	37	23	37	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	25	5	2	314	346
631163084	31	40	47	42	46	36	49	43	20	43	20	48	42	37	35	42	24	33	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	0	2	314	364
631163139	46	54	34	40	55	59	34	38	25	41	46	54	24	36	29	33	21	32	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	3	314	387
631163234	50	33	33	42	44	36	37	30	35	31	29	36	37	31	29	28	20	26	(Hidden)	(Hidden)	Play creatively	Normal	21	(no tactic)	2	0	314	293
631163260	37	38	38	41	37	44	37	41	39	25	36	19	41	22	26	30	23	24	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	16	3	3	314	284
631163412	40	38	31	45	35	43	35	45	36	39	48	33	33	30	28	32	28	18	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	0	314	323
631163119	45	51	40	49	47	49	39	53	28	25	32	37	28	31	31	32	23	23	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	1	313	350
631163265	42	55	30	36	38	51	42	41	28	42	36	38	29	41	41	29	27	20	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	21	1	5	313	353
631163542	37	17	37	66	25	78	33	67	44	44	50	40	40	47	25	39	22	30	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	21	2	4	313	428
631157561	23	3	55	7	57	6	48	5	27	4	15	4	26	6	35	8	26	7	(Hidden)	(Hidden)	Play creatively	Normal	14	(no tactic)	11	0	312	50
631157992	22	4	41	4	53	6	41	6	28	6	31	7	31	7	34	8	30	9	(Hidden)	(Hidden)	Counter-attacks	Normal	11	(no tactic)	11	0	311	57
631163010	27	13	36	20	34	27	47	27	33	16	31	23	25	19	41	25	37	21	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	0	311	191
631163217	49	31	40	52	41	62	31	48	46	23	35	22	20	22	29	39	20	25	(Hidden)	(Hidden)	Play creatively	Normal	20	(no tactic)	1	2	311	324
631163357	37	34	43	70	32	73	41	67	25	33	25	26	28	34	42	47	38	34	(Hidden)	(Hidden)	Long shots	Normal	13	(no tactic)	1	2	311	418
631163514	42	34	44	37	38	48	37	49	33	30	35	26	31	40	27	47	24	34	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	0	311	345
631158905	21	8	50	28	53	42	55	34	28	25	31	11	22	8	27	21	23	18	(Hidden)	(Hidden)	Pressing	Counter-attacks	7	13	4	0	310	195
631161181	20	29	48	40	37	44	44	37	36	26	31	22	35	25	33	28	26	18	(Hidden)	(Hidden)	Counter-attacks	Normal	12	(no tactic)	3	3	310	269
631162941	43	10	43	74	48	82	43	76	27	35	25	40	33	38	23	53	25	45	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	16	1	4	310	453
631163224	36	21	37	39	39	43	42	38	36	38	39	38	31	41	29	25	21	22	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	10	2	2	310	305
631163348	45	45	26	45	52	44	25	47	30	42	43	44	28	42	33	29	28	25	(Hidden)	(Hidden)	Attack in the Middle	Normal	14	(no tactic)	4	5	310	363
631159048	29	8	56	30	54	36	41	30	27	27	25	37	16	24	34	21	27	20	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	13	0	0	309	233
631160010	21	4	65	6	49	7	81	6	13	6	14	5	19	5	29	7	18	7	(Hidden)	(Hidden)	Attack on wings	Normal	18	(no tactic)	10	0	309	53
631161195	18	28	36	59	36	39	53	37	32	55	33	25	38	15	35	28	28	24	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	4	309	310
631162296	26	6	52	5	53	7	48	8	16	6	20	6	17	6	40	9	37	9	(Hidden)	(Hidden)	Attack on wings	Normal	13	(no tactic)	7	0	309	62
631163094	31	27	45	43	46	41	49	44	18	44	19	40	40	42	36	37	25	34	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	1	1	309	352
631163123	29	39	28	33	39	23	47	26	28	46	42	42	38	43	31	28	27	23	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	18	1	3	309	303
631163125	49	37	35	44	26	47	37	46	36	24	43	20	39	33	25	31	19	24	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	12	2	0	309	306
631161192	38	8	44	38	36	39	47	55	14	15	19	29	60	50	28	34	22	27	(Hidden)	(Hidden)	Attack on wings	Counter-attacks	20	13	2	0	308	295
631163468	44	33	37	48	28	50	42	51	28	44	46	45	29	52	26	29	28	23	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	4	308	375
631160020	36	24	52	17	37	32	58	15	22	16	22	34	32	19	30	25	18	24	(Hidden)	(Hidden)	Attack on wings	Attack in the Middle	18	13	5	3	307	206
631160957	16	6	56	13	63	14	56	18	15	16	28	32	15	16	34	17	24	20	(Hidden)	(Hidden)	Play creatively	Attack on wings	11	15	6	0	307	152
631161020	25	4	52	6	62	6	59	6	12	6	23	7	21	6	32	7	21	7	(Hidden)	(Hidden)	Attack on wings	Normal	19	(no tactic)	7	0	307	55
631163024	42	34	47	56	45	37	51	47	24	49	21	29	24	56	32	31	21	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	0	307	361
631163332	47	39	27	52	52	44	26	52	21	32	44	24	32	36	32	41	26	39	(Hidden)	(Hidden)	Attack in the Middle	Attack on wings	14	15	0	4	307	359
631163459	49	35	39	48	29	40	39	49	25	56	41	36	27	53	27	36	31	26	(Hidden)	(Hidden)	Normal	Attack on wings	(no tactic)	21	4	2	307	379
631158685	17	29	51	31	70	42	54	28	16	12	34	18	17	9	28	22	19	15	(Hidden)	(Hidden)	Counter-attacks	Normal	14	(no tactic)	2	0	306	206
631163450	42	46	38	46	28	45	39	49	30	56	45	40	28	46	26	29	30	24	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	5	306	381
631161184	30	22	52	16	43	35	49	47	48	12	20	14	15	38	27	24	21	14	(Hidden)	(Hidden)	Counter-attacks	Normal	9	(no tactic)	6	0	305	222
631161818	20	6	59	5	78	8	64	8	9	7	17	6	10	7	27	8	21	7	(Hidden)	(Hidden)	Counter-attacks	Normal	16	(no tactic)	9	0	305	62
631163075	32	48	44	60	43	57	46	57	19	49	21	46	41	50	35	45	24	36	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	0	5	305	448
631161001	23	5	53	6	65	9	63	8	10	6	20	8	20	6	31	9	19	9	(Hidden)	(Hidden)	Attack on wings	Normal	20	(no tactic)	7	0	304	66
631163067	35	34	45	57	42	65	43	57	40	34	19	25	20	33	35	35	25	24	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	1	1	304	364
631163226	33	14	66	12	49	17	38	14	13	11	18	13	9	15	41	14	37	13	(Hidden)	(Hidden)	Long shots	Normal	15	(no tactic)	5	0	304	123
631162000	20	16	59	17	67	26	61	15	15	21	20	30	12	20	31	21	18	16	(Hidden)	(Hidden)	Attack on wings	Play creatively	23	9	4	1	303	182
631163039	42	34	37	55	38	55	38	44	30	15	31	16	32	31	33	39	22	30	(Hidden)	(Hidden)	Play creatively	Normal	20	(no tactic)	1	3	303	319
631161010	23	4	54	7	63	7	58	5	10	5	21	6	20	7	32	9	20	9	(Hidden)	(Hidden)	Attack on wings	Normal	20	(no tactic)	8	0	301	59
631163250	60	51	32	88	46	101	32	91	11	7	21	7	12	8	44	59	43	46	(Hidden)	(Hidden)	Long shots	Long shots	16	18	1	0	301	458
631162917	28	17	36	40	53	45	39	40	19	17	46	12	24	15	30	30	25	19	(Hidden)	(Hidden)	Attack in the Middle	Play creatively	24	12	1	0	300	235
631163440	42	22	39	59	28	68	41	59	28	34	39	24	27	26	26	36	30	28	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	0	300	356
631159753	24	3	58	6	64	7	50	7	13	6	30	7	13	6	24	8	23	9	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	8	0	299	59
631159759	22	4	62	6	67	8	52	5	12	4	26	4	11	4	24	8	23	9	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	10	0	299	52
631159765	22	4	60	5	67	6	52	5	12	5	27	6	12	5	24	7	23	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	10	0	299	51
631162714	34	5	40	4	39	7	35	6	21	4	28	5	23	4	42	7	37	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	9	0	299	50
631163008	45	25	36	39	37	42	37	45	30	35	27	44	34	27	31	41	22	38	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	10	3	1	299	336
631163020	36	11	50	19	46	24	52	23	22	15	20	24	24	17	29	23	20	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	299	178
631163469	33	14	39	26	31	36	41	33	41	18	21	18	40	18	29	22	24	19	(Hidden)	(Hidden)	Attack on wings	Pressing	21	8	4	0	299	204
631158946	24	22	42	34	45	45	50	26	26	19	33	40	31	20	27	26	20	23	(Hidden)	(Hidden)	Pressing	Play creatively	8	14	3	0	298	255
631159904	17	6	57	7	63	8	53	7	16	8	17	6	22	8	30	10	23	10	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	8	0	298	70
631163293	33	38	34	48	41	52	33	47	28	42	45	48	29	45	28	37	27	33	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	3	298	390
631163478	46	22	27	73	26	86	42	60	27	31	44	24	28	35	26	42	32	29	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	21	2	1	298	402
631163536	29	32	25	53	39	52	68	49	26	48	18	47	42	44	29	47	22	40	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	3	298	412
631158719	18	22	53	29	66	42	49	22	15	24	32	38	17	31	27	23	20	20	(Hidden)	(Hidden)	Counter-attacks	Normal	12	(no tactic)	2	1	297	251
631160757	47	4	36	6	52	8	34	8	19	6	32	5	32	5	28	9	17	9	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	8	0	297	60
631161149	31	8	47	31	41	35	46	34	12	24	23	12	50	22	26	21	21	15	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	6	3	0	297	202
631163092	28	38	44	52	38	51	49	55	21	47	20	30	41	53	33	45	23	33	(Hidden)	(Hidden)	Attack on wings	Normal	19	(no tactic)	1	2	297	404
631163146	41	5	35	6	29	6	44	4	33	8	37	6	34	7	24	8	20	10	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	9	0	297	60
631161154	6	34	56	18	60	32	51	52	8	22	17	35	43	37	32	25	23	24	(Hidden)	(Hidden)	Counter-attacks	Normal	16	(no tactic)	2	2	296	279
631162369	26	4	34	8	57	7	33	5	30	7	38	7	33	5	25	8	20	10	(Hidden)	(Hidden)	Counter-attacks	Normal	9	(no tactic)	10	0	296	61
631163477	45	15	36	29	31	37	47	31	24	15	35	16	22	16	26	19	30	13	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	8	6	1	296	191
631159741	20	19	29	44	44	49	40	38	18	12	37	25	31	12	38	22	38	19	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	2	295	240
631161018	32	7	21	30	46	39	22	28	36	10	48	16	37	9	29	20	23	14	(Hidden)	(Hidden)	Attack in the Middle	Counter-attacks	17	14	7	0	294	173
631161502	28	5	44	5	40	6	37	5	30	6	25	4	28	4	33	6	29	8	(Hidden)	(Hidden)	Attack on wings	Normal	16	(no tactic)	10	0	294	49
631163488	44	37	25	72	24	71	40	64	28	29	49	22	27	27	25	56	32	52	(Hidden)	(Hidden)	Normal	Long shots	(no tactic)	20	1	4	294	430
631158913	21	24	39	36	44	40	47	36	31	26	37	21	26	21	26	32	22	24	(Hidden)	(Hidden)	Pressing	Normal	7	(no tactic)	2	1	293	260
631159773	23	4	56	4	61	5	47	5	14	7	32	6	13	6	24	8	23	9	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	8	0	293	54
631160934	24	12	37	13	55	25	37	23	28	6	25	8	30	12	33	16	24	13	(Hidden)	(Hidden)	Pressing	Counter-attacks	8	7	5	0	293	128
631161158	19	10	41	15	37	25	49	21	26	39	18	22	43	34	34	22	26	21	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	5	4	0	293	209
631161832	18	5	49	9	74	7	62	6	10	5	21	4	12	5	26	8	21	8	(Hidden)	(Hidden)	Counter-attacks	Normal	15	(no tactic)	8	0	293	57
631163285	33	35	33	50	40	52	33	50	27	33	44	40	29	32	28	35	26	21	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	3	293	348
631163370	40	34	25	39	48	32	25	34	30	42	40	38	26	43	32	33	27	30	(Hidden)	(Hidden)	Attack in the Middle	Attack on wings	13	15	3	2	293	325
631159792	22	13	35	10	50	14	45	14	21	13	26	11	22	11	36	16	35	16	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	292	118
631161496	28	5	45	6	43	7	39	6	27	6	23	6	25	5	33	7	29	8	(Hidden)	(Hidden)	Attack on wings	Normal	16	(no tactic)	10	0	292	56
631162498	24	16	45	21	51	22	44	17	22	21	39	33	18	24	24	19	25	19	(Hidden)	(Hidden)	Attack in the Middle	Attack in the Middle	17	11	7	0	292	192
631163109	41	35	32	21	27	25	36	34	37	19	48	34	27	28	23	21	21	18	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	0	292	235
631163248	39	46	36	36	34	48	33	45	34	34	32	30	33	30	28	27	23	18	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	20	0	2	292	314
631157984	20	4	38	4	48	6	39	5	28	5	30	5	29	4	32	8	27	9	(Hidden)	(Hidden)	Counter-attacks	Normal	10	(no tactic)	10	0	291	50
631159085	36	4	25	7	52	11	27	9	28	5	36	5	29	5	32	7	26	8	(Hidden)	(Hidden)	Attack in the Middle	Normal	14	(no tactic)	8	0	291	61
631160765	49	4	38	4	58	6	42	5	18	6	25	7	16	9	28	7	17	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	9	0	291	56
631160930	12	16	42	38	62	55	50	49	20	12	39	25	19	25	25	28	22	23	(Hidden)	(Hidden)	Counter-attacks	Counter-attacks	11	16	2	3	291	271
631160943	21	10	45	32	44	29	43	38	24	35	33	20	24	36	33	22	24	18	(Hidden)	(Hidden)	Attack in the Middle	Attack on wings	17	17	5	0	291	240
631161532	28	19	32	21	29	32	27	18	39	22	36	30	40	21	31	18	29	15	(Hidden)	(Hidden)	Attack on wings	Play creatively	16	16	6	1	291	196
631163216	27	40	29	68	22	76	29	66	46	6	44	9	47	7	23	44	24	41	(Hidden)	(Hidden)	Normal	Long shots	(no tactic)	16	0	2	291	357
631160996	24	22	46	18	56	40	43	17	24	32	27	38	22	36	29	23	19	21	(Hidden)	(Hidden)	Pressing	Attack in the Middle	8	18	2	0	290	247
631163060	35	29	36	44	40	42	49	45	14	39	19	39	38	29	35	25	24	24	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	1	2	290	316
631163245	24	13	51	13	47	17	53	14	22	15	22	19	17	17	29	15	25	14	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	290	137
631161166	20	10	46	21	47	27	49	22	11	41	25	22	38	39	31	23	22	22	(Hidden)	(Hidden)	Counter-attacks	Pressing	15	6	1	1	289	227
